fingerprint,line_count,file,directory,start_line,end_line
6280210fc0d5ac03bdfc3e4e3e80cec1,4,tests/catalog/test_utils.py,tests/catalog/,273,276
6280210fc0d5ac03bdfc3e4e3e80cec1,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1469,1472
9ac29f0c6158eb14fb40cc0a93d9f284,4,core/observations.py,core/,1081,1084
9ac29f0c6158eb14fb40cc0a93d9f284,4,core/bookshelves_events.py,core/,70,74
9ac29f0c6158eb14fb40cc0a93d9f284,4,core/bookshelves_events.py,core/,50,54
3c291c61ea6ddfcd6a5801a6857855a7,4,core/ia.py,core/,256,260
3c291c61ea6ddfcd6a5801a6857855a7,4,core/ia.py,core/,237,241
3336beabf968d76cb3242a2f061f2b81,4,utils/tests/test_ddc.py,utils/tests/,5,8
3336beabf968d76cb3242a2f061f2b81,4,plugins/worksearch/schemes/works.py,plugins/worksearch/schemes/,23,26
6beba1e80498ca83785fb1d398d755bd,4,plugins/openlibrary/tests/test_lists.py,plugins/openlibrary/tests/,70,73
6beba1e80498ca83785fb1d398d755bd,4,plugins/openlibrary/tests/test_lists.py,plugins/openlibrary/tests/,43,46
1fd4d6546adaf870d600090599c2dd50,4,core/observations.py,core/,1082,1085
1fd4d6546adaf870d600090599c2dd50,4,core/observations.py,core/,1035,1038
1fd4d6546adaf870d600090599c2dd50,4,core/bookshelves_events.py,core/,72,75
1fd4d6546adaf870d600090599c2dd50,4,core/booknotes.py,core/,115,118
ec09acc874ef47b63410e3f81ca36e16,4,plugins/importapi/code.py,plugins/importapi/,236,240
ec09acc874ef47b63410e3f81ca36e16,4,plugins/importapi/code.py,plugins/importapi/,125,128
e6efe3837505c8d6089a4ce4d402b55b,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,709,713
e6efe3837505c8d6089a4ce4d402b55b,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,693,697
e6efe3837505c8d6089a4ce4d402b55b,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,539,543
f339312022bb5d156b3c7aac0e802517,4,coverstore/db.py,coverstore/,130,134
f339312022bb5d156b3c7aac0e802517,4,coverstore/db.py,coverstore/,115,118
f339312022bb5d156b3c7aac0e802517,4,coverstore/db.py,coverstore/,41,46
a848c8397166d1735e8f8208dd271f3a,4,core/bookshelves.py,core/,554,558
a848c8397166d1735e8f8208dd271f3a,4,core/booknotes.py,core/,186,190
63c4caa5f290512728dffa0a647ffc0c,4,tests/core/test_db.py,tests/core/,612,615
63c4caa5f290512728dffa0a647ffc0c,4,tests/core/test_db.py,tests/core/,534,537
63c4caa5f290512728dffa0a647ffc0c,4,tests/core/test_db.py,tests/core/,396,399
